id,speed
0,48.562447
1,47.730682
2,41.10458
3,33.320953
4,39.304104
5,23.488613
6,19.169323
7,49.210506
8,48.468697
9,34.166534
10,26.41983
11,22.752382
12,23.137789
13,22.309706
14,27.963192
15,40.160797
16,40.36118
17,45.41074
18,49.543087
19,48.100117
20,47.52515
21,45.994953
22,19.998734
23,25.87146
24,27.163847
25,20.108326
26,20.521742
27,19.307837
28,14.264109
29,11.457197
30,22.723793
31,45.987343
32,48.979427
33,28.262196
34,27.328812
35,22.800962
36,19.07555
37,20.54953
38,44.64378
39,37.67929
40,41.68934
41,48.35767
42,48.38635
43,44.421936
44,18.913612
45,18.208405
46,19.151493
47,11.322508
48,43.3644
49,50.170315
50,49.798565
51,19.522247
52,23.009903
53,17.827267
54,19.339891
55,15.916764
56,14.983338
57,15.747956
58,31.22879
59,34.427166
60,41.537106
61,41.61799
62,40.588238
63,42.048485
64,45.35625
65,47.95872
66,47.728527
67,46.190716
68,44.444214
69,27.443707
70,21.567438
71,20.531122
72,16.514067
73,16.120708
74,13.155835
75,7.778723
76,42.80847
77,38.015923
78,41.41493
79,47.35881
80,14.531323
81,16.17043
82,22.249935
83,16.083647
84,14.900742
85,12.178392
86,21.041891
87,36.668106
88,43.600758
89,40.608513
90,48.27202
91,47.581696
92,46.98927
93,44.563087
94,21.648006
95,16.388788
96,26.532
97,14.941675
98,10.260272
99,18.488832
100,41.875534
101,47.36499
102,13.457966
103,15.823792
104,11.621826
105,43.12501
106,35.706886
107,48.617973
108,45.366962
109,12.96479
110,10.739934
111,9.500165
112,21.708616
113,33.792084
114,34.738388
115,48.859516
116,47.539246
117,41.357967
118,30.144163
119,22.692797
120,18.432867
121,14.042232
122,33.46257
123,46.226265
124,46.01385
125,42.723473
126,42.701412
127,38.082317
128,42.62853
129,29.433022
130,48.110004
131,47.208553
132,46.81452
133,21.870935
134,17.999355
135,22.615925
136,38.622986
137,45.888638
138,48.782528
139,48.299316
140,46.935364
141,45.420742
142,26.887657
143,13.421232
144,17.857004
145,17.240261
146,16.291977
147,49.36215
148,49.786186
149,48.787685
150,47.93808
151,16.525558
152,17.254274
153,15.794881
154,10.325032
155,20.869432
156,37.06447
157,45.303562
158,41.16398
159,44.85135
160,48.853344
161,48.699688
162,48.185345
163,47.745483
164,44.815487
165,30.735659
166,15.069676
167,21.871866
168,19.405905
169,19.801477
170,14.436878
171,12.899201
172,45.048065
173,47.614983
174,44.775387
175,27.706125
176,21.704664
177,16.64632
178,18.845503
179,8.853628
180,45.03373
181,48.14249
182,49.18479
183,47.662636
184,41.211063
185,19.510792
186,19.278128
187,35.868942
188,31.146545
189,47.542015
190,44.51463
191,44.83928
192,39.727802
193,42.370956
194,42.59376
195,42.87748
196,42.103237
197,42.92632
198,37.868454
199,47.843647
200,46.767757
201,26.381128
202,24.762655
203,18.44222
204,13.300292
205,16.540546
206,38.99398
207,41.499275
208,49.262646
209,49.763603
210,47.795845
211,47.410393
212,27.387466
213,11.11954
214,21.406092
215,22.224827
216,17.658184
217,23.105103
218,45.30882
219,48.03411
220,46.814842
221,44.718124
222,28.68679
223,17.989338
224,9.47757
225,23.485716
226,45.824867
227,48.097797
228,17.320492
229,24.104214
230,19.602472
231,20.814318
232,44.08093
233,48.583195
234,47.417057
235,20.355604
236,23.265665
237,20.723309
238,22.025158
239,42.995552
240,33.117462
241,37.20566
242,48.949574
243,50.208786
244,49.336224
245,49.021797
246,28.598001
247,25.803083
248,19.752766
249,18.930082
250,17.776712
251,26.612816
252,40.3519
253,32.913486
254,36.1549
255,46.939793
256,46.781258
257,46.14993
258,43.657303
259,42.462097
260,41.79174
261,41.074497
262,39.559177
263,42.1848
264,33.864075
265,44.767677
266,47.68888
267,44.51699
268,20.056906
269,21.18155
270,16.771578
271,17.373837
272,14.437653
273,13.90596
274,45.75195
275,47.570606
276,48.3008
277,47.351585
278,29.591002
279,14.571756
280,17.548765
281,23.678478
282,20.869772
283,18.231003
284,16.38631
285,14.100468
286,48.382923
287,48.225986
288,11.6317835
289,15.680372
290,12.881055
291,5.153785
292,2.4478931
293,13.480629
294,45.388218
295,48.630737
296,48.123528
297,31.449959
298,20.205208
299,28.910826
300,23.449678
301,19.08485
302,22.35277
303,44.102333
304,43.58601
305,51.003796
306,50.58046
307,49.46576
308,45.86803
309,29.552664
310,19.573553
311,8.972828
312,43.70422
313,38.90753
314,40.861485
315,49.528355
316,47.380215
317,39.512054
318,33.159473
319,35.744987
320,42.145084
321,46.99401
322,46.190594
323,47.25507
324,46.898464
325,42.528503
326,44.013153
327,42.2172
328,40.956448
329,38.87499
330,35.04636
331,40.283463
332,43.345524
333,40.090115
334,36.118607
335,44.18284
336,47.633392
337,48.35492
338,15.091831
339,21.145578
340,21.192314
341,24.034924
342,44.93748
343,45.73287
344,48.886803
345,48.560825
346,48.25896
347,17.88238
348,38.51368
349,49.712395
350,48.98758
351,47.539555
352,27.52292
353,15.721807
354,24.121191
355,17.959892
356,17.608822
357,20.471956
358,36.583065
359,44.120758
360,45.704006
361,50.228447
362,15.281695
363,23.935186
364,17.031967
365,12.230732
366,11.165473
367,22.793552
368,43.578396
369,49.45151
370,48.830917
371,48.597507
372,47.41743
373,17.672838
374,18.776852
375,10.732345
376,21.16351
377,35.183495
378,38.31067
379,48.695435
380,32.616386
381,18.166395
382,17.756622
383,28.193949
384,48.016743
385,47.053528
386,47.076096
387,44.082302
388,41.008244
389,38.57217
390,34.79345
391,31.675287
392,48.657043
393,49.011086
394,46.736748
395,16.70644
396,19.323208
397,26.067005
398,24.832514
399,17.439274
400,12.063643
401,34.883137
402,40.189236
403,48.788437
404,47.239788
405,45.251316
406,32.338936
407,19.033524
408,17.629473
409,18.30069
410,18.547857
411,11.074045
412,43.993725
413,41.17563
414,44.357635
415,48.856724
416,47.987316
417,47.788
418,47.471405
419,32.217514
420,16.378706
421,10.889343
422,43.14164
423,40.82047
424,48.903954
425,49.218815
426,47.067635
427,36.284607
428,26.894136
429,40.606358
430,39.11171
431,47.67626
432,47.48711
433,44.714867
434,28.692638
435,29.466843
436,26.91877
437,22.83161
438,48.582912
439,48.432808
440,48.665066
441,40.591755
442,37.292244
443,36.101208
444,34.75504
445,39.154232
446,33.148632
447,38.290237
448,46.86691
449,47.300556
450,44.102646
451,43.922466
452,42.69071
453,43.7543
454,43.95472
455,42.09484
456,40.919212
457,44.42408
458,48.100574
459,48.70738
460,36.63905
461,29.604177
462,28.653503
463,26.005934
464,33.655468
465,41.127285
466,47.191635
467,48.160137
468,46.65311
469,46.128452
470,21.628492
471,25.875492
472,32.722576
473,23.552282
474,15.773207
475,27.233606
476,47.673676
477,46.334568
478,35.978085
479,33.490948
480,26.40733
481,22.089697
482,27.810928
483,48.713863
484,47.37524
485,46.74298
486,35.601055
487,34.45473
488,33.83043
489,16.526997
490,16.311508
491,37.76827
492,41.931805
493,47.973103
494,47.99706
495,47.23942
496,22.276838
497,27.016188
498,39.404747
499,48.970512
500,48.517406
501,48.796387
502,48.132168
503,48.24379
504,39.544285
505,36.19967
506,26.70202
507,28.779428
508,25.732206
509,42.188034
510,47.02213
511,46.90715
512,46.056267
513,45.999386
514,43.730312
515,43.08045
516,43.076275
517,41.446857
518,47.417057
519,47.117558
520,18.626186
521,24.277838
522,22.263021
523,21.115189
524,16.38443
525,45.58144
526,48.71059
527,48.951138
528,47.603733
529,27.456165
530,18.58726
531,22.43064
532,21.36838
533,17.801748
534,12.817993
535,47.200214
536,28.071547
537,17.32623
538,19.75701
539,21.100698
540,14.244559
541,13.094358
542,45.35
543,44.77959
544,48.56389
545,45.77659
546,15.564309
547,21.148891
548,21.197939
549,20.792095
550,19.23901
551,40.569748
552,41.838406
553,48.877396
554,48.485798
555,44.30564
556,27.80094
557,16.894793
558,23.118965
559,22.102306
560,17.710245
561,19.130997
562,18.069054
563,12.915092
564,9.736683
565,7.6154404
566,44.45997
567,35.3261
568,38.391567
569,50.113834
570,49.34538
571,36.025673
572,42.410362
573,46.468452
574,47.230865
575,48.08413
576,47.11332
577,44.274227
578,41.485622
579,44.37183
580,45.135902
581,37.160877
582,48.19205
583,48.65968
584,15.431662
585,20.179169
586,25.623604
587,23.741701
588,18.950113
589,17.136541
590,18.693193
591,18.143593
592,47.28006
593,49.470814
594,48.892105
595,46.6669
596,44.037636
597,29.99614
598,26.101513
599,22.37144
600,15.727073
601,48.13992
602,47.625324
603,44.679794
604,15.307932
605,19.314985
606,37.820023
607,41.101944
608,48.777092
609,49.138096
610,48.217945
611,47.55802
612,44.511753
613,17.472326
614,21.978277
615,17.254042
616,18.646067
617,17.804205
618,11.93099
619,20.253084
620,42.912697
621,50.384903
622,49.285034
623,48.25203
624,45.880764
625,27.508314
626,19.552475
627,18.284794
628,18.313107
629,11.457646
630,25.792559
631,48.94495
632,48.247517
633,47.81528
634,42.60639
635,25.961044
636,20.40101
637,49.46202
638,50.16577
639,48.610447
640,40.803146
641,44.099594
642,42.012344
643,40.87731
644,37.658707
645,37.557884
646,41.68476
647,48.517056
648,47.941772
649,47.63775
650,44.598026
651,18.292505
652,18.289623
653,12.247915
654,25.269842
655,47.402966
656,48.222942
657,46.717182
658,46.555767
659,45.928116
660,43.310318
661,16.210888
662,23.629555
663,18.04673
664,18.651592
665,17.89117
666,18.07629
667,11.083949
668,43.71942
669,41.080822
670,45.012672
671,47.81532
672,44.266644
673,23.030735
674,18.077316
675,35.21584
676,47.997078
677,47.13045
678,47.238876
679,13.855573
680,22.187454
681,20.25013
682,19.12005
683,15.895024
684,43.729874
685,47.47055
686,47.5685
687,47.752842
688,45.286476
689,24.079386
690,15.85381
691,22.863016
692,17.246624
693,15.220884
694,49.5466
695,49.25349
696,40.08251
697,28.037367
698,24.717985
699,22.286173
700,16.649918
701,19.5587
702,39.794277
703,45.48694
704,47.887547
705,47.390522
706,46.938244
707,46.40507
708,43.1318
709,42.87791
710,41.372814
711,40.571926
712,41.890892
713,40.47872
714,38.2211
715,46.323223
716,38.781803
717,45.890274
718,47.33517
719,27.184471
720,12.902629
721,11.975622
722,9.958275
723,42.54375
724,45.188164
725,47.18109
726,46.37143
727,28.329794
728,16.997044
729,14.87024
730,8.426135
731,42.878532
732,47.663174
733,48.090965
734,43.42631
735,10.621801
736,13.957955
737,14.810348
738,12.781942
739,7.061017
740,29.19199
741,43.501457
742,47.690475
743,49.090466
744,47.904137
745,27.802576
746,19.562317
747,22.782587
748,23.989689
749,18.935614
750,17.18042
751,16.31666
752,40.939907
753,48.8006
754,48.20522
755,47.456844
756,47.221725
757,12.66618
758,17.599388
759,18.36126
760,17.455929
761,9.646986
762,23.552006
763,43.04874
764,34.54293
765,37.775803
766,49.56902
767,48.58315
768,41.835663
769,22.57678
770,19.715296
771,18.462618
772,33.09243
773,46.105198
774,46.755367
775,46.140022
776,45.97538
777,46.590557
778,41.852562
779,36.67888
780,48.389523
781,47.994946
782,47.701435
783,14.316882
784,17.147417
785,17.75466
786,16.065826
787,16.395641
788,9.550909
789,22.998274
790,48.575283
791,50.067802
792,48.388783
793,48.435223
794,21.78442
795,22.234205
796,16.614252
797,9.512626
798,23.375118
799,47.194927
800,29.478155
801,14.50394
802,17.49831
803,15.307366
804,16.770233
805,12.897452
806,33.857563
807,44.203835
808,48.43621
809,47.724712
810,47.389652
811,47.05369
812,27.107218
813,11.242541
814,22.647308
815,20.819458
816,16.908728
817,44.973415
818,36.042953
819,49.51456
820,47.520576
821,34.81672
822,37.44692
823,25.56044
824,26.123144
825,26.078896
826,48.931313
827,47.636414
828,35.96361
829,35.470264
830,36.756203
831,33.80973
832,42.294434
833,38.794716
834,47.499924
835,47.699314
836,44.40454
837,42.11049
838,39.42935
839,37.90964
840,48.594597
841,48.445553
842,47.872192
843,38.470943
844,27.919575
845,22.850561
846,32.122055
847,39.927452
848,48.63766
849,48.71019
850,48.061176
851,18.352854
852,23.883926
853,24.46966
854,21.592003
855,24.26419
856,19.762815
857,43.34966
858,45.531242
859,47.78234
860,47.211765
